viina_version,event_id_1pd,date,n_reports,event_ids,sources,geonameid,feature_code,asciiname,ADM1_NAME,ADM1_CODE,ADM2_NAME,ADM2_CODE,longitude,latitude,GEO_PRECISION,t_mil_b,a_rus_b,a_ukr_b,a_rus_init_b,a_ukr_init_b,a_civ_b,a_other_b,t_aad_b,t_airstrike_b,t_airalert_b,t_uav_b,t_armor_b,t_arrest_b,t_artillery_b,t_control_b,t_firefight_b,t_ied_b,t_raid_b,t_occupy_b,t_property_b,t_cyber_b,t_hospital_b,t_milcas_b,t_civcas_b,t_retreat_b,t_loc_b,t_san_b,tid
bert_20260111023804,303304,20250101,1,2214800,pravdaua,711562,PPL,Bortnychi,Kiev City,1210,Darnyts'kyi,9350,30.695936,50.409523,STREET,1,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45657
bert_20260111023804,181179,20250101,1,2214801,pravdaua,703448,PPLC,Kyiv,Kiev City,1210,Shevchenkivs'kyi,33738,30.52355,50.450441,ADM3,1,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45657
bert_20260111023804,181180,20250101,2,"2214802, 2215665",pravdaua,703448,PPLC,Kyiv,Kiev City,1210,Shevchenkivs'kyi,33738,30.52355,50.450441,ADM3,1,0,0,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,17658,20250101,1,2214803,pravdaua,687700,PPLA,Zaporizhzhya,Zaporizhzhya,2730,Zaporiz'ka,41153,35.138851,47.838312,ADM3,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,314730,20250101,1,2214804,pravdaua,712609,PPL,Bilka,Odessa,1800,Ivanivs'kyi,15842,30.405789,46.908223,ADM1,1,1,0,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,45657
bert_20260111023804,198546,20250101,2,"2214805, 2215282","pravdaua, unian",704422,PPLA2,Pokrovsk,Donets'k,655,Krasnoarmiis'kyi,18918,37.175601,48.280351,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,66214,20250101,1,2214806,pravdaua,693805,PPLA2,Simferopol,Crimea,579,Simferopol's'ka,34229,34.0994127132379,44.9536335,ADM3,1,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,271549,20250101,1,2214807,pravdaua,709717,PPLA,Donetsk,Donets'k,655,Donets'ka,10139,37.80285,48.015884,ADM3,1,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,231569,20250101,1,2214808,pravdaua,706448,PPLA,Kherson,Kherson,1195,Khersons'ka,17890,32.614962,46.640319,ADM3,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,121943,20250101,1,2214809,pravdaua,700051,PPLA2,Nikopol,Dnipropetrovs'k,650,Nikopol's'ka,25338,34.394812,47.567463,ADM3,1,1,0,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,151755,20250101,1,2214810,pravdaua,702550,PPLA,Lviv,L'viv,1289,L'vivs'ka,19402,24.029898,49.839323,ADM3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45657
bert_20260111023804,33871,20250101,1,2214811,pravdaua,689558,PPLA,Vinnytsya,Vinnytsya,2611,Vinnyts'ka,39646,28.46868,49.232559,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,231571,20250101,1,2214812,pravdaua,706448,PPLA,Kherson,Kherson,1195,Khersons'ka,17890,32.614962,46.640319,ADM3,1,1,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,45657
bert_20260111023804,281888,20250101,1,2214813,pravdaua,709930,PPLA,Dnipro,Dnipropetrovs'k,650,Dnipropetrovs'ka,9966,35.046181,48.464717,ADM3,1,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,110059,20250101,1,2214814,pravdaua,698740,PPLA,Odessa,Odessa,1800,Odes'ka,26260,30.731689,46.484213,ADM3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,66212,20250101,1,2214815,pravdaua,693805,PPLA2,Simferopol,Crimea,579,Simferopol's'ka,34229,34.0994127132379,44.9536335,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,181172,20250101,2,"2214816, 2233478","pravdaua, liga",703448,PPLC,Kyiv,Kiev City,1210,Shevchenkivs'kyi,33738,30.52355,50.450441,ADM3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45657
bert_20260111023804,388730,20250101,1,2214817,pravdaua,11777953,PPL,Deremezna,Kiev,1209,Obukhivs'kyi,26204,30.476622,50.023928,ADM1,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,45657
bert_20260111023804,384342,20250101,1,2214818,pravdaua,11233161,PPL,Monastyr-Derezhytskyi,L'viv,1289,Drohobyts'kyi,10334,23.470858,49.345742,ADM3,1,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,45657
bert_20260111023804,66213,20250101,1,2214819,pravdaua,693805,PPLA2,Simferopol,Crimea,579,Simferopol's'ka,34229,34.0994127132379,44.9536335,ADM3,1,0,0,,,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45657
bert_20260111023804,340523,20250101,1,2214820,pravdaua,805500,PPL,Voronyne,Sumy,2356,Bilopils'kyi,4621,34.123755,51.106236,ADM1,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45657
bert_20260111023804,181176,20250101,1,2214821,pravdaua,703448,PPLC,Kyiv,Kiev City,1210,Shevchenkivs'kyi,33738,30.52355,50.450441,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,52072,20250101,1,2214822,pravdaua,692909,PPLX,Stara Darnytsya,Kiev City,1210,Dniprovs'kyi,9968,30.635884,50.457599,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,181184,20250101,1,2214823,pravdaua,703448,PPLC,Kyiv,Kiev City,1210,Shevchenkivs'kyi,33738,30.52355,50.450441,ADM3,1,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,181177,20250101,1,2214824,pravdaua,703448,PPLC,Kyiv,Kiev City,1210,Shevchenkivs'kyi,33738,30.52355,50.450441,ADM3,1,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,71234,20250101,1,2214825,pravdaua,694423,PPLA,Sevastopol,Sevastopol',2215,Lenins'kyi,20221,33.5229142,44.6010512,ADM3,1,0,0,,,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,198547,20250101,2,"2214847, 2215664","espreso, pravdaua",704422,PPLA2,Pokrovsk,Donets'k,655,Krasnoarmiis'kyi,18918,37.175601,48.280351,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,160505,20250101,1,2214848,espreso,702972,PPL,Lysychansk,Luhans'k,1405,Lysychans'ka,21080,38.419552,48.912914,ADM3,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45657
bert_20260111023804,198550,20250101,1,2214849,espreso,704422,PPLA2,Pokrovsk,Donets'k,655,Krasnoarmiis'kyi,18918,37.175601,48.280351,ADM3,1,1,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,80230,20250101,1,2214850,espreso,695094,PPLX,Ruttschenkowo,Donets'k,655,Donets'ka,10139,37.675289,47.955082,ADM1,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,45657
bert_20260111023804,340522,20250101,1,2214851,espreso,805500,PPL,Voronyne,Sumy,2356,Bilopils'kyi,4621,34.123755,51.106236,ADM1,1,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,66215,20250101,1,2214852,espreso,693805,PPLA2,Simferopol,Crimea,579,Simferopol's'ka,34229,34.0994127132379,44.9536335,ADM3,1,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45657
bert_20260111023804,142113,20250101,1,2214853,espreso,701822,PPL,Mariupol,Donets'k,655,Mariupol's'ka,22073,37.54144,47.096703,ADM3,1,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,388729,20250101,1,2214854,espreso,11777953,PPL,Deremezna,Kiev,1209,Obukhivs'kyi,26204,30.476622,50.023928,ADM1,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45657
bert_20260111023804,83697,20250101,2,"2214855, 2214860",espreso,695357,PPL,Kurakhove,Donets'k,655,Mar‹ns'kyi,21886,37.275072,47.987693,ADM3,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,198549,20250101,3,"2214856, 2214861, 2215284","espreso, unian",704422,PPLA2,Pokrovsk,Donets'k,655,Krasnoarmiis'kyi,18918,37.175601,48.280351,ADM3,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,181178,20250101,3,"2214857, 2215283, 2215657","espreso, unian, pravdaua",703448,PPLC,Kyiv,Kiev City,1210,Shevchenkivs'kyi,33738,30.52355,50.450441,ADM3,1,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,45657
bert_20260111023804,194617,20250101,1,2214858,espreso,704204,PPL,Lyman,Donets'k,655,Krasnolymans'kyi,18941,37.822451,48.964092,ADM3,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,45657
bert_20260111023804,245679,20250101,1,2214859,espreso,706483,PPLA,Kharkiv,Kharkiv,1191,Kharkivs'ka,17850,36.231202,49.992167,ADM3,1,1,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,231568,20250101,1,2214862,espreso,706448,PPLA,Kherson,Kherson,1195,Khersons'ka,17890,32.614962,46.640319,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,45657
bert_20260111023804,181175,20250101,1,2214863,espreso,703448,PPLC,Kyiv,Kiev City,1210,Shevchenkivs'kyi,33738,30.52355,50.450441,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,45657
bert_20260111023804,181186,20250101,1,2215273,unian,703448,PPLC,Kyiv,Kiev City,1210,Shevchenkivs'kyi,33738,30.52355,50.450441,ADM3,1,1,0,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45657
bert_20260111023804,365859,20250101,1,2215274,unian,9113821,PPLX,Levanivskoho,Donets'k,655,Artemivs'kyi,2372,37.834354,48.587665,ADM3,1,1,0,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,264574,20250101,1,2215275,unian,709354,PPLA2,Toretsk,Donets'k,655,Dzerzhyns'ka,10511,37.845879,48.395895,ADM3,1,1,0,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,198548,20250101,1,2215276,unian,704422,PPLA2,Pokrovsk,Donets'k,655,Krasnoarmiis'kyi,18918,37.175601,48.280351,ADM3,1,0,0,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,181183,20250101,2,"2215277, 2215280",unian,703448,PPLC,Kyiv,Kiev City,1210,Shevchenkivs'kyi,33738,30.52355,50.450441,ADM3,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,45657
bert_20260111023804,231570,20250101,2,"2215278, 2215662","unian, pravdaua",706448,PPLA,Kherson,Kherson,1195,Khersons'ka,17890,32.614962,46.640319,ADM3,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,45657
bert_20260111023804,365858,20250101,1,2215279,unian,9113821,PPLX,Levanivskoho,Donets'k,655,Artemivs'kyi,2372,37.834354,48.587665,ADM3,1,0,1,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,66211,20250101,1,2215281,unian,693805,PPLA2,Simferopol,Crimea,579,Simferopol's'ka,34229,34.0994127132379,44.9536335,ADM3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45657
bert_20260111023804,245678,20250101,2,"2215290, 2215658","espreso, pravdaua",706483,PPLA,Kharkiv,Kharkiv,1191,Kharkivs'ka,17850,36.231202,49.992167,ADM3,1,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,299128,20250101,1,2215656,pravdaua,710771,PPL,Chorna Dolyna,Kherson,1195,Kakhovs'kyi,16943,33.481729,46.55783,ADM1,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,45657
bert_20260111023804,94004,20250101,1,2215659,pravdaua,696877,PPLX,Podil,Kiev City,1210,Shevchenkivs'kyi,33738,30.504631,50.473602,STREET,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45657
bert_20260111023804,181174,20250101,1,2215660,pravdaua,703448,PPLC,Kyiv,Kiev City,1210,Shevchenkivs'kyi,33738,30.52355,50.450441,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,181182,20250101,1,2215661,pravdaua,703448,PPLC,Kyiv,Kiev City,1210,Shevchenkivs'kyi,33738,30.52355,50.450441,ADM3,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,80229,20250101,1,2215663,pravdaua,695094,PPLX,Ruttschenkowo,Donets'k,655,Donets'ka,10139,37.675289,47.955082,ADM1,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,45657
bert_20260111023804,151756,20250101,1,2233475,liga,702550,PPLA,Lviv,L'viv,1289,L'vivs'ka,19402,24.029898,49.839323,ADM3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,181173,20250101,1,2233476,liga,703448,PPLC,Kyiv,Kiev City,1210,Shevchenkivs'kyi,33738,30.52355,50.450441,ADM3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,245677,20250101,1,2233477,liga,706483,PPLA,Kharkiv,Kharkiv,1191,Kharkivs'ka,17850,36.231202,49.992167,ADM3,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,254985,20250101,1,2233479,liga,707471,PPLA,Ivano-Frankivsk,Ivano-Frankivs'k,1023,Ivano-Frankivs'ka,15846,24.711162,48.922677,ADM3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45657
bert_20260111023804,181185,20250101,2,"2233480, 2233481",liga,703448,PPLC,Kyiv,Kiev City,1210,Shevchenkivs'kyi,33738,30.52355,50.450441,ADM3,1,1,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,17659,20250101,1,2233482,liga,687700,PPLA,Zaporizhzhya,Zaporizhzhya,2730,Zaporiz'ka,41153,35.138851,47.838312,ADM3,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45657
bert_20260111023804,382170,20250101,1,2235294,liveuamap,11012773,PPL,Rostushche,Zaporizhzhya,2730,Zaporiz'ka,41153,35.26543,47.82468,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,7245,20250101,2,"2235295, 2235343",liveuamap,687700,PPLA,Zaporizhzhya,Zaporizhzhya,2730,Zaporiz'ka,41153,35.17445,47.85303,ADM1,1,0,0,,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,374386,20250101,1,2235296,liveuamap,9873216,PPLX,Tekstylnyi,Kherson,1195,Khersons'ka,17890,32.64828,46.65791,ADM3,1,0,0,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,45657
bert_20260111023804,110061,20250101,1,2235297,liveuamap,698740,PPLA,Odessa,Odessa,1800,Odes'ka,26260,30.731689,46.484213,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,45657
bert_20260111023804,358528,20250101,2,"2235298, 2235344",liveuamap,8524505,PPL,Rozhivka,Kiev,1209,Brovars'kyi,5672,30.7576,50.56928,ADM3,1,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45657
bert_20260111023804,366185,20250101,2,"2235299, 2235334",liveuamap,9113948,PPL,Stupochky,Donets'k,655,Kostiantynivs'kyi,18739,37.83279,48.53478,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,366965,20250101,1,2235300,liveuamap,9114073,PPL,Leonidivka,Donets'k,655,Dzerzhyns'ka,10511,37.81631,48.38338,ADM3,1,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,110060,20250101,1,2235301,liveuamap,698740,PPLA,Odessa,Odessa,1800,Odes'ka,26260,30.731689,46.484213,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,112179,20250101,2,"2235302, 2235337",liveuamap,699000,PPL,Novoielyzavetivka,Donets'k,655,Krasnoarmiis'kyi,18918,37.03577,48.13763,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,3158,20250101,1,2235303,liveuamap,687069,PPL,Slobozhanske,Kharkiv,1191,Kharkivs'kyi,17851,36.45487,50.20623,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,43676,20250101,1,2235304,liveuamap,691608,PPLA3,Terny,Donets'k,655,Krasnolymans'kyi,18941,37.95588,49.09252,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,147050,20250101,2,"2235305, 2235332",liveuamap,702320,PPLA2,Makiivka,Donets'k,655,Maki‹vs'ka,21496,37.965831,48.046529,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,311347,20250101,4,"2235306, 2235307, 2235331, 2235333",liveuamap,712588,PPL,Bilohorivka,Luhans'k,1405,Popasnians'kyi,28982,38.24976,48.92227,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,95734,20250101,1,2235308,liveuamap,697425,PPL,Petropavlivka,Donets'k,655,Velykonovosilkivs'kyi,39275,37.14821,48.04331,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,83695,20250101,1,2235309,liveuamap,695357,PPL,Kurakhove,Donets'k,655,Mar‹ns'kyi,21886,37.275072,47.987693,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,218789,20250101,1,2235310,liveuamap,705871,PPL,Kindiyka,Kherson,1195,Khersons'ka,17890,32.70561,46.65861,ADM3,1,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,19379,20250101,1,2235311,liveuamap,687877,PPL,Zahryzove,Kharkiv,1191,Borivs'kyi,5218,37.71452,49.5,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,114296,20250101,1,2235312,liveuamap,699263,PPL,Novosilka,Donets'k,655,Velykonovosilkivs'kyi,39275,36.68867,47.83066,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,117662,20250101,1,2235313,liveuamap,699695,PPL,Novoandriivka,Zaporizhzhya,2730,Orikhivs'kyi,26748,35.69063,47.55335,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,119129,20250101,1,2235314,liveuamap,699871,PPLX,Nova Darnytsya,Kiev City,1210,Darnyts'kyi,9350,30.68481,50.42136,ADM3,1,0,0,,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,181181,20250101,1,2235315,liveuamap,703448,PPLC,Kyiv,Kiev City,1210,Shevchenkivs'kyi,33738,30.52355,50.450441,ADM3,1,0,0,,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,83897,20250101,1,2235316,liveuamap,695437,PPL,Roslavychi,Kiev,1209,Vasyl'kivs'kyi,39199,30.44031,50.22631,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,45657
bert_20260111023804,66216,20250101,2,"2235317, 2235345",liveuamap,693805,PPLA2,Simferopol,Crimea,579,Simferopol's'ka,34229,34.0994127132379,44.9536335,ADM3,1,0,1,,,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,67162,20250101,1,2235318,liveuamap,693942,PPLA2,Shostka,Sumy,2356,Shostkins'ka,33897,33.4726,51.85996,ADM2,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45657
bert_20260111023804,67163,20250101,1,2235319,liveuamap,693942,PPLA2,Shostka,Sumy,2356,Shostkins'ka,33897,33.49319,51.86854,ADM2,1,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45657
bert_20260111023804,110062,20250101,1,2235320,liveuamap,698740,PPLA,Odessa,Odessa,1800,Odes'ka,26260,30.731689,46.484213,ADM3,1,0,0,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,71233,20250101,1,2235321,liveuamap,694423,PPLA,Sevastopol,Sevastopol',2215,Lenins'kyi,20221,33.5229142,44.6010512,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,252149,20250101,1,2235322,liveuamap,707281,PPLA3,Kacha,Sevastopol',2215,Nakhimovs'kyi,24696,33.56838,44.7739,ADM3,1,0,0,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,24987,20250101,1,2235323,liveuamap,688658,PPL,Vystupovychi,Zhytomyr,2739,Ovruts'kyi,27183,29.06433,51.58036,ADM3,1,1,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45657
bert_20260111023804,31092,20250101,1,2235324,liveuamap,689304,PPLA2,Vovchansk,Kharkiv,1191,Vovchans'kyi,39837,36.93741,50.29185,ADM2,1,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,156408,20250101,1,2235325,liveuamap,702758,PPL,Lozova,Kharkiv,1191,Borivs'kyi,5218,37.80035,49.46432,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,156752,20250101,1,2235326,liveuamap,702760,PPLA2,Lozova,Kharkiv,1191,Lozivs'ka,20811,36.311368,48.890048,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,1050,20250101,1,2235327,liveuamap,686891,PPL,Zolotarivka,Luhans'k,1405,Popasnians'kyi,28982,38.24959,48.89124,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,71306,20250101,1,2235328,liveuamap,694449,PPL,Serhiivka,Donets'k,655,Krasnoarmiis'kyi,18918,36.93174,48.30568,ADM3,1,1,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,17660,20250101,1,2235329,liveuamap,687700,PPLA,Zaporizhzhya,Zaporizhzhya,2730,Zaporiz'ka,41153,35.138851,47.838312,ADM3,1,1,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,263491,20250101,1,2235335,liveuamap,709354,PPLA2,Toretsk,Donets'k,655,Dzerzhyns'ka,10511,37.83777,48.40173,ADM2,1,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,264573,20250101,1,2235336,liveuamap,709354,PPLA2,Toretsk,Donets'k,655,Dzerzhyns'ka,10511,37.845879,48.395895,ADM3,1,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,361258,20250101,1,2235338,liveuamap,9112391,PPL,Ukrainka,Donets'k,655,Krasnoarmiis'kyi,18918,37.10431,48.11313,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,45657
bert_20260111023804,83696,20250101,1,2235339,liveuamap,695357,PPL,Kurakhove,Donets'k,655,Mar‹ns'kyi,21886,37.275072,47.987693,ADM3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,45657
